,nodeA,nodeB
8739,712,17128
8740,2903,2925
8741,15614,18987
8742,9484,4178
8743,491,1389
8744,17088,8209
8745,4802,7905
8746,6310,14863
8747,15974,13213
8748,4169,8056
8749,7070,18040
8750,14096,19178
8751,9639,8292
8752,2176,5838
8753,6553,12091
8754,7616,11289
8755,13939,10393
8756,8040,4624
8757,15444,10547
8758,12257,7297
8759,15420,2355
8760,15982,9765
8761,6972,9450
8762,14019,8486
8763,12444,9718
8764,16590,8092
8765,8801,2169
8766,5997,12835
8767,404,15620
8768,13703,357
8769,19337,13130
8770,13892,13712
8771,10312,16315
8772,7868,11334
8773,17591,18511
8774,4120,11364
8775,8342,5803
8776,17603,14688
8777,16895,3329
8778,1781,12618
8779,7126,4308
8780,5986,7848
8781,5489,8322
8782,12389,19228
8783,19265,5731
8784,16525,7706
8785,6201,3474
8786,11925,7371
8787,7216,18512
8788,7286,13834
8789,9704,3266
8790,15151,453
8791,8149,15382
8792,19265,2504
8793,13415,3692
8794,12985,15836
8795,1170,5264
8796,14477,6868
8797,8137,13679
8798,2884,793
8799,10501,14526
8800,16976,19076
8801,11534,4705
8802,584,2885
8803,3781,17619
8804,8949,16656
8805,3700,9467
8806,10138,16517
8807,8238,12372
8808,8928,6479
8809,5489,16911
8810,10773,3406
8811,17022,10682
8812,8540,5923
8813,17041,8568
8814,785,5681
8815,11161,9089
8816,3925,13832
8817,6066,9637
8818,19522,5769
8819,3606,8482
8820,4255,3040
8821,409,11816
8822,8582,11108
8823,2104,5467
8824,2731,12756
8825,3038,12430
8826,4816,4942
8827,19524,19577
8828,15369,4868
8829,9605,15788
8830,13821,3834
8831,8511,11959
8832,12018,19690
8833,4120,15096
8834,17485,3930
8835,17694,9310
8836,187,10486
8837,2251,17121
8838,2408,17655
8839,16403,11951
8840,18921,1924
8841,5844,4686
8842,3333,11246
8843,3273,8090
8844,13689,10901
8845,14741,7647
8846,9059,13853
8847,18588,14852
8848,16177,16624
8849,17253,6023
8850,4064,7453
8851,17425,14845
8852,12652,15450
8853,17896,741
8854,8211,450
8855,2242,14616
8856,4905,3038
8857,15421,17539
8858,14286,5062
8859,2422,8416
8860,11839,5616
8861,11253,1160
8862,257,19221
8863,8304,15025
8864,3666,12305
8865,1396,14845
8866,17896,348
8867,16078,13243
8868,4568,5522
8869,4411,2505
8870,2884,14538
8871,13923,10032
8872,18903,1042
8873,17097,14230
8874,9926,12039
8875,10274,15189
8876,16398,2600
8877,10855,7632
8878,19529,5467
8879,18553,3930
8880,13151,10244
8881,15311,16517
8882,19476,7640
8883,1203,4208
8884,885,16198
8885,14806,12223
8886,17081,7469
8887,18965,11646
8888,4724,8206
8889,2199,9469
8890,13250,4275
8891,7616,18252
8892,8534,6952
8893,3777,17707
8894,2526,8561
8895,12262,2260
8896,5918,7167
8897,2940,137
8898,297,8296
8899,1215,1192
8900,4747,16038
8901,12196,5865
8902,7295,1643
8903,10274,3783
8904,18871,2477
8905,279,12430
8906,1852,12222
8907,3992,3767
8908,11736,1826
8909,14565,5857
8910,3752,9514
8911,13349,17191
8912,16725,18965
8913,12575,12043
8914,2915,16207
8915,2103,19612
8916,756,14704
8917,14773,4375
8918,6284,3834
8919,13082,19127
8920,10816,15078
8921,11644,6898
8922,3987,16718
8923,714,18882
8924,16089,7743
8925,4040,385
8926,17260,10772
8927,19337,10641
8928,4343,3249
8929,18990,4773
8930,18309,3845
8931,19716,1159
8932,15773,1022
8933,2422,10400
8934,14682,16020
8935,11377,11998
8936,557,19462
8937,3168,11990
8938,12978,9887
8939,18058,8031
8940,2293,15397
8941,9882,14220
8942,10013,12511
8943,1290,14557
8944,18974,14876
8945,1654,8962
8946,7444,17081
8947,4479,17424
8948,2565,8772
8949,12844,13958
8950,5095,12913
8951,6721,2830
8952,17360,7454
8953,6813,9495
8954,19385,17547
8955,11424,11101
8956,9643,18716
8957,11377,3118
8958,12129,10007
8959,2605,13975
8960,18,18960
8961,12688,2166
8962,11669,6093
8963,1885,17799
8964,17945,7742
8965,6509,16198
8966,10982,15133
8967,16338,13817
8968,4240,6009
8969,7473,13544
8970,15948,3222
8971,19422,15503
8972,2012,982
8973,19508,8158
8974,19010,473
8975,2349,4104
8976,18965,8783
8977,15936,14908
8978,12387,845
8979,8487,12338
8980,9241,17982
8981,19071,12119
8982,13606,1195
8983,5018,4731
8984,18457,7245
8985,3761,19560
8986,15812,1202
8987,7140,9548
8988,2001,16080
8989,7299,15904
8990,11288,8198
8991,8391,3488
8992,7305,14225
8993,17728,8801
8994,12083,11960
8995,1320,5018
8996,4152,10499
8997,12584,8397
8998,3581,18481
8999,12700,11060
9000,4353,420
9001,7134,19607
9002,16048,17344
9003,1720,11259
9004,15187,5617
9005,5405,5261
9006,6311,8173
9007,16664,18306
9008,14623,12604
9009,7493,13762
9010,15600,1290
9011,17680,16405
9012,5780,14811
9013,14013,11174
9014,2414,15416
9015,13087,17009
9016,8380,14380
9017,4141,12480
9018,14681,2525
9019,3540,13373
9020,19250,15571
9021,8848,3012
9022,789,15497
9023,15561,7235
9024,3149,6636
9025,7616,7784
9026,6277,14468
9027,11669,9319
9028,1520,19628
9029,19385,16246
9030,18596,1100
9031,3182,9448
9032,5298,11344
9033,6841,6678
9034,18353,5400
9035,14741,10430
9036,19712,2106
9037,18332,12925
9038,10664,8053
9039,18416,102
9040,14388,15011
9041,7126,1499
9042,9423,8065
9043,18739,8677
9044,12147,12320
9045,6095,5832
9046,16983,133
9047,15267,4759
9048,573,14768
9049,18409,4153
9050,5736,10568
9051,2026,9024
9052,19402,8336
9053,15084,5910
9054,15220,7627
9055,15337,16517
9056,18018,17530
9057,603,3547
9058,9633,8563
9059,1921,6865
9060,17660,15333
9061,8279,19264
9062,9833,5898
9063,7723,6603
9064,1951,6302
9065,15311,16703
9066,8838,6418
9067,3714,12233
9068,11818,2700
9069,15718,16163
9070,8155,3631
9071,6654,10004
9072,2509,4727
9073,3556,8447
9074,3384,9386
9075,5895,7625
9076,9417,4359
9077,11424,7927
9078,787,12847
9079,11579,15949
9080,19716,13965
9081,10123,6628
9082,8523,7561
9083,19208,978
9084,13289,8245
9085,18694,14925
9086,18423,13226
9087,11348,19709
9088,19424,18794
9089,14663,19460
9090,15956,7657
9091,8455,11334
9092,17214,15476
9093,12820,12452
9094,17929,18867
9095,1548,7234
9096,13997,144
9097,15179,9668
9098,9361,290
9099,8722,17530
9100,16525,17061
9101,8537,7075
9102,12646,19638
9103,16569,4605
9104,177,6639
9105,18716,15762
9106,18808,1421
9107,15732,10029
9108,3714,1630
9109,12736,13673
9110,16175,18594
9111,7052,4838
9112,8155,19528
9113,16164,1908
9114,8457,15829
9115,10823,7599
9116,12853,10208
9117,15011,1629
9118,18553,936
9119,7822,5464
9120,5677,11271
9121,2704,8099
9122,5652,7385
9123,7141,4200
9124,9731,10948
9125,2026,4598
9126,17360,4145
9127,3168,5481
9128,6689,3280
9129,18016,3408
9130,1065,11356
9131,16345,3400
9132,885,6581
9133,6721,17793
9134,15355,14624
9135,15510,13053
9136,3958,5074
9137,13542,9619
9138,13336,5453
9139,15732,8235
9140,10932,12829
9141,18416,16519
9142,15314,19420
9143,10877,17606
9144,9263,9690
9145,15982,16317
9146,2931,11852
9147,16655,3406
9148,1137,8610
9149,4008,6761
9150,1440,14255
9151,19687,5359
9152,694,5867
9153,4498,8668
9154,14294,15000
9155,15551,18121
9156,17190,11594
9157,5229,5463
9158,7601,15891
9159,14940,14979
9160,253,2183
9161,16850,6302
9162,4655,8235
9163,2021,10832
9164,17845,6887
9165,4559,10238
9166,18424,8361
9167,223,15109
9168,14932,5412
9169,19712,1144
9170,10526,4821
9171,10063,13598
9172,3139,19694
9173,11697,3663
9174,12701,12938
9175,17725,6589
9176,5867,3543
9177,6512,8963
9178,13014,4027
9179,14229,13716
9180,18818,9143
9181,8596,11602
9182,19040,10089
9183,4166,4186
9184,4765,10703
9185,8579,12227
9186,9867,7271
9187,13459,15335
9188,11678,19380
9189,3987,15587
9190,15677,17911
9191,15680,8288
9192,2583,18898
9193,17190,12479
9194,16851,6657
9195,17228,7053
9196,6406,394
9197,4857,11692
9198,3901,8623
9199,7390,10988
9200,8211,1604
9201,16196,15365
9202,9224,18084
9203,3761,39
9204,16701,14736
9205,937,7075
9206,14881,3454
9207,3784,7486
9208,3186,6916
9209,4292,2225
9210,5107,15421
9211,19274,4784
9212,6998,18277
9213,16588,15773
9214,5380,3317
9215,7671,12701
9216,5787,16831
9217,93,6617
9218,3919,12344
9219,8691,17943
9220,1809,14653
9221,8324,17577
9222,3792,6662
9223,14251,3804
9224,4077,17208
9225,13399,1987
9226,17945,949
9227,2679,7467
9228,15581,4722
9229,5298,4780
9230,7450,11968
9231,8540,16462
9232,9627,2053
9233,9214,15840
9234,9119,12926
9235,857,2433
9236,11026,19670
9237,19522,12861
9238,8838,6715
9239,16048,18070
9240,2156,7747
9241,5604,17459
9242,16554,9020
9243,12539,10158
9244,11709,11381
9245,4739,1349
9246,12086,17002
9247,7456,3222
9248,304,5414
9249,4120,18084
9250,16886,3063
9251,5663,9475
9252,11621,19221
9253,15887,11984
9254,17287,1993
9255,19298,13592
9256,251,10076
9257,3676,17096
9258,19312,4043
9259,19274,18382
9260,11843,2045
9261,14788,10094
9262,2605,19428
9263,12288,14450
9264,15914,1372
9265,12083,6633
9266,2422,16042
9267,1921,632
9268,9321,11302
9269,8149,2972
9270,18327,17039
9271,1830,18397
9272,6310,2836
9273,18739,17382
9274,2224,8033
9275,15974,10124
9276,9691,6490
9277,7767,10306
9278,4342,5001
9279,5257,14072
9280,19403,19203
9281,14216,16123
9282,8137,3437
9283,18525,14729
9284,12037,6728
9285,1434,8896
9286,15549,13064
9287,164,16980
9288,9639,14898
9289,3384,19570
9290,16128,6332
9291,13336,16865
9292,9417,5947
9293,12148,18818
9294,4731,8563
9295,7265,18414
9296,9311,11375
9297,18571,13781
9298,3281,11944
9299,2417,902
9300,15888,1727
9301,3827,5002
9302,5450,16334
9303,18109,11225
9304,17228,9019
9305,3773,14539
9306,17138,13267
9307,10109,16075
9308,5980,7786
9309,17939,8799
9310,2104,9323
9311,2873,18935
9312,2968,10191
9313,19261,989
9314,5310,14774
9315,4479,11041
9316,14764,1350
9317,9627,18467
9318,5764,8799
9319,13038,13188
9320,5484,6167
9321,5605,9625
9322,15834,14198
9323,17744,18502
9324,885,9519
9325,12288,3828
9326,15355,862
9327,9381,13853
9328,19476,6794
9329,18487,18797
9330,2359,9478
9331,5807,17108
9332,11644,2611
9333,869,3586
9334,6197,13332
9335,857,10925
9336,17582,12298
9337,8928,6589
9338,15163,17817
9339,9166,5983
9340,16505,16475
9341,15510,787
9342,17060,4634
9343,15243,13075
9344,12187,1201
9345,19712,17916
9346,4809,10061
9347,8737,18540
9348,12940,16248
9349,6721,5481
9350,18571,1835
9351,7070,9301
9352,1654,4142
9353,12043,16629
9354,15445,3364
9355,18275,19178
9356,13606,1653
9357,17993,9461
9358,6441,8250
9359,4941,19631
9360,18525,466
9361,11260,17903
9362,3550,8438
9363,17528,2104
9364,8465,4484
9365,13821,6549
9366,10069,15058
9367,9906,4148
9368,15966,2785
9369,5003,15052
9370,2332,13362
9371,9082,85
9372,2535,17845
9373,17703,13406
9374,17425,16040
9375,2012,11444
9376,12325,13793
9377,5003,14748
9378,4855,7221
9379,14436,19193
9380,10749,10004
9381,18471,5331
9382,6256,1908
9383,14784,16053
9384,3919,6473
9385,5918,8748
9386,953,9046
9387,9612,9941
9388,9411,4851
9389,7540,7371
9390,5787,15342
9391,912,15202
9392,15150,11789
9393,15369,7334
9394,15315,6373
9395,14010,3725
9396,8101,19171
9397,15511,18968
9398,1792,9740
9399,13671,9136
9400,16533,16011
9401,6512,7158
9402,16501,7404
9403,14740,4030
9404,4879,8074
9405,8103,12264
9406,15024,16979
9407,16486,6063
9408,12066,15880
9409,2731,15072
9410,7444,10933
9411,3222,8886
9412,12996,5674
9413,12011,10183
9414,19519,3121
9415,18402,18596
9416,4603,6511
9417,6508,15171
9418,16915,12482
9419,6232,6920
9420,15057,6001
9421,14327,10887
9422,7888,1448
9423,16664,18724
9424,14902,16928
9425,2224,4477
9426,8931,15573
9427,14809,5866
9428,3340,17246
9429,11249,3435
9430,13616,9851
9431,2359,1854
9432,5957,10638
9433,10050,3954
9434,10662,3605
9435,4658,11449
9436,15533,15045
9437,3269,13320
9438,5986,3912
9439,2526,13166
9440,7932,16214
9441,12985,379
9442,15510,1712
9443,6365,6625
9444,13032,18642
9445,1731,19368
9446,5663,8801
9447,11843,6589
9448,2048,7797
9449,70,16104
9450,16196,14668
9451,304,16517
9452,8283,15231
9453,19385,15939
9454,14424,17665
9455,8391,13159
9456,18481,2074
9457,5879,3263
9458,15904,5027
9459,11122,1349
9460,18073,11960
9461,11669,7277
9462,8065,12306
9463,11669,10784
9464,17987,9531
9465,10531,18918
9466,1558,7434
9467,5863,5684
9468,16436,17886
9469,10717,7690
9470,18685,859
9471,12203,5857
9472,19079,16824
9473,8691,9881
9474,5790,16191
9475,16751,7408
9476,10627,949
9477,6658,1401
9478,8538,7401
9479,1663,9593
9480,7070,12914
9481,8691,4423
9482,5089,4815
9483,8463,12622
9484,7311,10484
9485,12174,13854
9486,17944,19664
9487,11849,9157
9488,17680,4655
9489,13308,4686
9490,6416,16566
9491,10982,9226
9492,2261,3585
9493,1799,9386
9494,4912,3178
9495,11260,16070
9496,7080,10311
9497,19524,1577
9498,6721,10499
9499,19049,2987
9500,10138,16423
9501,18360,5807
9502,4409,15129
9503,12584,9816
9504,1633,7521
9505,13173,8180
9506,1572,4722
9507,6399,4795
9508,16746,4917
9509,10552,11307
9510,13294,8907
9511,3554,11755
9512,16286,1647
9513,9550,5355
9514,5883,4976
9515,3581,12824
9516,19010,13072
9517,17803,18536
9518,1344,7671
9519,6436,18315
9520,11634,5816
9521,8511,17108
9522,8399,8873
9523,19049,15443
9524,8027,10499
9525,15421,17556
9526,17771,6149
9527,18131,13514
9528,6487,11037
9529,7456,4226
9530,8108,17557
9531,8642,10162
9532,17438,11960
9533,10013,12861
9534,7502,19153
9535,18466,16315
9536,2982,14639
9537,8349,3715
9538,654,7142
9539,3328,14683
9540,11742,9197
9541,7872,19045
9542,7616,3555
9543,18635,10231
9544,3139,7067
9545,12688,7122
9546,19330,1832
9547,4802,17785
9548,386,3716
9549,1067,14807
9550,11848,3609
9551,13487,8226
9552,15443,6787
9553,7767,10543
9554,9287,7309
9555,15355,17088
9556,11253,11681
9557,8319,15117
9558,19463,6281
9559,373,16079
9560,985,2735
9561,1049,13887
9562,9043,377
9563,8279,16037
9564,7028,13318
9565,2352,7797
9566,11495,1497
9567,7884,7447
9568,13892,13332
9569,18735,15707
9570,16439,1544
9571,164,12451
9572,11210,7737
9573,10877,7109
9574,10066,6730
9575,434,16916
9576,2027,16660
9577,8537,200
9578,6376,7812
9579,19346,2319
9580,16930,14837
9581,4498,5408
9582,19304,19428
9583,17865,18935
9584,1495,13905
9585,3239,8718
9586,8893,18849
9587,4048,8998
9588,866,12305
9589,6538,9146
9590,19557,4882
9591,7242,4305
9592,14101,5471
9593,8808,18957
9594,11012,9427
9595,985,11209
9596,8151,4724
9597,9975,11662
9598,3090,2783
9599,10435,4435
9600,11211,13470
9601,9643,1643
9602,8719,2045
9603,17243,6524
9604,15192,8943
9605,14854,5359
9606,396,10942
9607,10969,7144
9608,19049,18166
9609,10773,11453
9610,11165,176
9611,2176,10884
9612,3149,10330
9613,3624,14479
9614,7747,466
9615,10636,14571
9616,6732,5251
9617,5104,12396
9618,9964,4346
9619,3676,14278
9620,12012,2328
9621,3714,10913
9622,1272,13037
9623,19111,16053
9624,16440,3910
9625,557,3653
9626,14479,12540
9627,8688,3873
9628,4,12897
9629,8815,12925
9630,7286,6766
9631,13726,7018
9632,1720,9345
9633,5805,592
9634,874,6376
9635,14608,5049
9636,17988,1504
9637,16164,10108
9638,17425,2335
9639,15715,6956
9640,10013,1223
9641,15011,4094
9642,2982,9703
9643,16487,133
9644,7819,11715
9645,5846,2950
9646,4730,8542
9647,19078,4830
9648,1300,6936
9649,5969,2281
9650,16051,11583
9651,9833,1100
9652,11667,9261
9653,6330,9502
9654,8737,2257
9655,11495,6332
9656,12719,1486
9657,8928,17039
9658,6942,13583
9659,6512,6381
9660,7062,668
9661,8005,3943
9662,8200,12789
9663,15260,573
9664,4258,15845
9665,3689,18989
9666,6487,5242
9667,16055,11364
9668,2488,1587
9669,10762,3464
9670,8355,3173
9671,15011,905
9672,19645,316
9673,13459,10165
9674,11836,17681
9675,10443,18435
9676,19050,3539
9677,11929,5735
9678,4074,13938
9679,10330,10104
9680,5677,5604
9681,16237,530
9682,17760,4146
9683,10072,186
9684,2102,3481
9685,15929,16342
9686,619,15661
9687,17005,18511
9688,11377,19612
9689,17510,2004
9690,10736,9155
9691,14953,17414
9692,5323,8065
9693,3463,8676
9694,14011,12538
9695,11260,19128
9696,11282,8801
9697,11615,9911
9698,19014,19080
9699,15126,7324
9700,16334,2765
9701,19072,17523
9702,10173,17788
9703,16742,3011
9704,3177,7012
9705,8350,1003
9706,5905,10935
9707,11282,8897
9708,12802,17560
9709,12190,5244
9710,13871,315
9711,671,19339
9712,11678,17517
9713,8093,14544
9714,5915,13515
9715,13137,9823
9716,24,9143
9717,10123,7248
9718,19222,13985
9719,11396,14868
9720,4594,5805
9721,14059,998
9722,15122,14059
9723,16755,11362
9724,18039,12841
9725,15466,17507
9726,4285,10230
9727,5498,16978
9728,9321,17232
9729,4730,8040
9730,17180,4853
9731,789,9362
9732,8194,7666
9733,4810,6682
9734,4559,4983
9735,12332,16245
9736,15415,4145
9737,8634,2540
9738,5787,6429
9739,1137,16513
9740,10857,295
9741,13143,16288
9742,19396,7073
9743,9338,16517
9744,18739,13583
9745,9877,11271
9746,4657,2539
9747,3646,11725
9748,3752,15117
9749,9827,9812
9750,6039,12350
9751,17648,5897
9752,13015,6937
9753,6529,343
9754,16344,6450
9755,8455,10311
9756,13616,15444
9757,14789,2138
9758,17897,1829
9759,9321,16960
9760,7954,1175
9761,9484,5866
9762,4479,4384
9763,7158,6381
9764,15510,13606
9765,4141,11688
9766,15563,17515
9767,14011,7085
9768,4272,7205
9769,17275,907
9770,17691,11259
9771,18131,14490
9772,16099,14196
9773,7570,6149
9774,10131,17088
9775,17536,15737
9776,18109,19391
9777,17005,13853
9778,1677,6459
9779,12148,5467
9780,16546,6167
9781,15365,19638
9782,9659,15381
9783,6942,13870
9784,914,19466
9785,1239,2433
9786,4624,13130
9787,5805,2944
9788,19250,11010
9789,2095,7665
9790,7868,1429
9791,12043,3359
9792,10044,8426
9793,5736,4413
9794,1906,9946
9795,11567,19612
9796,12034,14318
9797,18920,9765
9798,1013,15109
9799,3239,13603
9800,17080,16634
9801,6055,12577
9802,17806,9861
9803,4509,145
9804,4166,17127
9805,9719,952
9806,5847,859
9807,19105,2069
9808,5805,6736
9809,3726,8633
9810,9732,12478
9811,4074,16334
9812,18052,5116
9813,11454,4130
9814,17987,16517
9815,3779,10856
9816,2940,2024
9817,9342,10497
9818,5107,16139
9819,2431,4631
9820,11167,11740
9821,2767,15519
9822,18739,3102
9823,15285,11238
9824,6084,4036
9825,5918,9495
9826,15773,14911
9827,13250,2936
9828,11818,16223
9829,14645,18645
9830,17087,14460
9831,5260,660
9832,16196,1158
9833,1964,2557
9834,9166,315
9835,9241,15026
9836,14889,19636
9837,14000,4717
9838,9535,4876
9839,3761,18401
9840,5572,10231
9841,187,8670
9842,9035,2124
9843,8804,13853
9844,5997,19468
9845,4731,5481
9846,17664,16092
9847,19010,7302
9848,15197,2122
9849,4343,14943
9850,18131,3805
9851,13970,4121
9852,9087,10309
9853,7572,6344
9854,13656,15133
9855,5885,14403
9856,6786,15427
9857,18275,1908
9858,18601,11047
9859,11422,11215
9860,18014,17962
9861,936,1475
9862,10982,5471
9863,8045,8956
9864,19040,126
9865,17714,17749
9866,12257,15795
9867,17278,2936
9868,13939,8118
9869,2408,15226
9870,10090,10393
9871,15575,672
9872,4816,6052
9873,3689,17294
9874,15315,16246
9875,6696,5180
9876,8055,5063
9877,6441,3183
9878,19476,18182
9879,7577,14449
9880,18839,2328
9881,18920,13471
9882,12634,11830
9883,3829,8776
9884,3726,14427
9885,14913,3660
9886,1482,18581
9887,4231,11954
9888,5052,15693
9889,11008,19101
9890,19010,16744
9891,12041,12760
9892,1874,15903
9893,7479,714
9894,17190,2503
9895,11770,10165
9896,9068,1904
9897,2050,4149
9898,2812,16070
9899,11794,17687
9900,4343,9417
9901,18977,9672
9902,18909,15030
9903,19613,16910
9904,1320,12164
9905,984,7379
9906,1987,8636
9907,2508,14170
9908,13193,15190
9909,18553,6554
9910,4152,18402
9911,18635,16678
9912,11012,13031
9913,8370,18739
9914,18950,4821
9915,5295,8371
9916,11269,9385
9917,2611,7009
9918,16644,1188
9919,10841,8095
9920,14952,11309
9921,13289,8296
9922,17845,6956
9923,18356,16554
9924,12569,19315
9925,5566,8371
9926,11161,15878
9927,7481,15296
9928,14218,6751
9929,15970,14878
9930,14487,51
9931,15883,4462
9932,5778,9789
9933,18227,3427
9934,11420,10393
9935,16576,1214
9936,12184,7992
9937,15900,14685
9938,576,10807
9939,15211,4137
9940,10201,2968
9941,17464,15523
9942,17660,9905
9943,12466,6473
9944,17417,11928
9945,14809,12622
9946,18109,18256
9947,16408,5384
9948,8555,4442
9949,2027,11316
9950,16259,7483
9951,12129,12231
9952,15541,11563
9953,13612,13343
9954,897,6536
9955,187,832
9956,15487,13166
9957,11803,10982
9958,14010,8862
9959,14881,6888
9960,17728,10564
9961,17521,18177
9962,7140,13782
9963,18454,1280
9964,7567,8644
9965,12781,2984
9966,10828,18440
9967,17806,19299
9968,13583,5579
9969,2488,10385
9970,12365,12962
9971,785,10798
9972,12701,3954
9973,12891,8808
9974,17845,8962
9975,10805,18260
9976,3660,13853
9977,13853,7075
9978,17909,2292
9979,7140,10127
9980,1906,16712
9981,17964,17048
9982,5298,11301
9983,5879,11970
9984,16493,7236
9985,16454,16517
9986,13173,4900
9987,16045,2827
9988,11424,16517
9989,15614,10426
9990,7006,19645
9991,11430,1250
9992,869,8620
9993,10885,14057
9994,17173,13746
9995,17022,350
9996,15888,10730
9997,2583,12377
9998,5445,16881
9999,9443,1184
10000,6986,1266
10001,1442,10705
10002,785,3644
10003,7140,389
10004,5085,12305
10005,13916,17176
10006,19018,6470
10007,2646,72
10008,15888,13707
10009,14398,16975
10010,164,1989
10011,14042,9386
10012,1720,4284
10013,14414,2265
10014,18478,17094
10015,6084,12691
10016,17190,3005
10017,16941,3130
10018,14138,9359
10019,455,11162
10020,13088,17007
10021,19381,10882
10022,18553,5979
10023,17725,8168
10024,6177,12601
10025,7740,1429
10026,12011,10284
10027,785,14369
10028,11122,17494
10029,15844,2158
10030,19519,18804
10031,18912,1861
10032,18898,2369
10033,11161,8597
10034,16141,706
10035,17738,8757
10036,18614,16092
10037,19508,2138
10038,19314,3126
10039,688,17681
10040,14048,1336
10041,12970,3924
10042,13197,14081
10043,11962,11364
10044,13774,15687
10045,3563,1695
10046,18159,7840
10047,914,8279
10048,12365,2849
10049,18617,16517
10050,7092,4030
10051,10622,10054
10052,15270,7285
10053,5969,14518
10054,16774,16851
10055,6095,7079
10056,8055,10064
10057,4421,9164
10058,13535,2507
10059,11607,18210
10060,4857,13389
10061,16644,13069
10062,17709,4815
10063,2663,4937
10064,19064,6254
10065,7570,15687
10066,5662,8134
10067,15387,18870
10068,15628,15869
10069,18353,13235
10070,12861,1411
10071,11757,415
10072,294,16288
10073,17260,4650
10074,19091,12305
10075,11282,17515
10076,15260,10329
10077,9498,406
10078,7080,4301
10079,4387,12344
10080,18479,9431
10081,19600,3936
10082,14294,19659
10083,6367,14057
10084,3247,166
10085,15270,2770
10086,9939,17538
10087,14513,403
10088,3987,279
10089,8928,19073
10090,11947,7398
10091,4970,675
10092,17275,3905
10093,11630,11933
10094,9462,13367
10095,19280,8133
10096,19263,14341
10097,5458,14042
10098,4525,3521
10099,17909,17063
10100,19274,17747
10101,3288,13468
10102,812,12214
10103,3091,4731
10104,13110,16851
10105,19270,17073
10106,7942,7057
10107,10082,13648
10108,2189,2753
10109,4691,18283
10110,19250,7778
10111,7888,11483
10112,729,2150
10113,842,13853
10114,8801,2667
10115,15165,6346
10116,9403,7797
10117,396,369
10118,4818,12958
10119,9612,10787
10120,16085,9417
10121,3922,15989
10122,5153,17786
10123,10032,17967
10124,13349,17640
10125,6436,11293
10126,19377,3223
10127,586,11360
10128,13935,16729
10129,4595,17726
10130,1107,9291
10131,17626,15836
10132,10983,18156
10133,6947,7104
10134,6813,18090
10135,14682,1192
10136,13082,11733
10137,19111,15685
10138,9894,1318
10139,13040,8320
10140,1654,760
10141,19091,16091
10142,813,8991
10143,785,14829
10144,8886,19229
10145,16755,6949
10146,2242,18831
10147,11247,12956
10148,13068,9585
10149,11818,3884
10150,813,10722
10151,7932,4278
10152,6367,15202
10153,11490,7564
10154,5586,14038
10155,12377,14255
10156,9051,7272
10157,19011,8927
10158,1288,16079
10159,4809,7832
10160,16408,11514
10161,11682,16573
10162,8538,217
10163,14691,9728
10164,177,3504
10165,4537,6600
10166,5715,18758
10167,5107,10672
10168,3095,8088
10169,17081,11998
10170,9033,1880
10171,9731,3701
10172,2462,14803
10173,9350,8801
10174,17984,9154
10175,9595,6494
10176,17142,11741
10177,8928,15405
10178,5788,8861
10179,14956,9881
10180,6356,9280
10181,6045,3038
10182,8699,9157
10183,13872,15500
10184,18975,11062
10185,18831,3115
10186,4914,1059
10187,5444,11991
10188,242,721
10189,15488,2570
10190,19381,16687
10191,15738,2410
10192,9300,9461
10193,4432,5036
10194,3714,15611
10195,11672,14765
10196,2918,4817
10197,17744,19699
10198,16089,14893
10199,14949,7045
10200,14421,16638
10201,15169,19322
10202,15355,17640
10203,19525,19317
10204,8886,14958
10205,16322,8457
10206,16854,14285
10207,785,9816
10208,8040,14358
10209,18950,8110
10210,4411,5706
10211,4637,3590
10212,4115,3910
10213,11637,4992
10214,16631,16667
10215,2026,12787
10216,16045,16737
10217,7666,7801
10218,18332,9512
10219,4343,10466
10220,1252,16517
10221,13211,9157
10222,10138,6509
10223,15581,304
10224,15949,18207
10225,2048,1908
10226,2982,19287
10227,4479,12175
10228,1004,4600
10229,3474,9833
10230,11288,6796
10231,5464,4822
10232,10062,5713
10233,15574,12918
10234,7213,13332
10235,3726,13381
10236,9321,1848
10237,13559,16106
10238,13970,6231
10239,8102,1317
10240,14131,12639
10241,12246,3862
10242,3222,1876
10243,10066,9619
10244,374,14108
10245,1335,19543
10246,7694,18181
10247,1155,3656
10248,1572,8657
10249,7216,5845
10250,8928,17386
10251,19583,5651
10252,19599,940
10253,10678,6784
10254,10274,1957
10255,11129,15762
10256,4594,5059
10257,3497,17753
10258,3193,2229
10259,16177,11666
10260,17771,10165
10261,14090,632
10262,11282,1922
10263,17803,15349
10264,18017,19283
10265,9691,2826
10266,5228,1642
10267,5462,11163
10268,11161,18336
10269,242,11359
10270,8071,5743
10271,10184,18820
10272,1155,3699
10273,17591,809
10274,15812,16244
10275,1185,4724
10276,14764,19207
10277,4678,8294
10278,3536,1818
10279,18636,10518
10280,18131,315
10281,14952,19221
10282,7273,13853
10283,11210,343
10284,17142,9374
10285,4775,15548
10286,4128,19119
10287,6529,2973
10288,16334,19638
10289,7410,17347
10290,9304,315
10291,12148,9884
10292,19014,10060
10293,7903,9347
10294,19463,4655
10295,1391,5659
10296,9299,16076
10297,3107,5891
10298,14228,17483
10299,12985,10827
10300,7559,5924
10301,7576,3637
10302,11495,6741
10303,13229,14883
10304,17060,7936
10305,242,10417
10306,7898,8616
10307,18045,4169
10308,13708,7846
10309,8304,6907
10310,3781,1085
