,nodeA,nodeB,weight
1520,1282,948,1
1521,1282,1471,1
1522,1282,1272,1
1523,1282,1446,1
1524,1282,1281,1
1525,2652,2308,1
1526,2652,240,1
1527,1053,853,1
1528,1053,1024,1
1529,1053,931,1
1530,1053,1463,1
1531,1053,1607,1
1532,1053,1197,1
1533,1053,1568,1
1534,378,960,1
1535,378,335,1
1536,378,2012,1
1537,378,2195,1
1538,378,2042,1
1539,378,1238,1
1540,378,218,1
1541,378,178,1
1542,378,286,1
1543,378,585,1
1544,378,1644,1
1545,378,1290,1
1546,378,1207,1
1547,378,227,1
1548,378,692,1
1549,378,1275,1
1550,378,2290,1
1551,378,2291,1
1552,378,1963,1
1553,378,396,1
1554,378,2447,1
1555,378,2583,1
1556,378,1027,1
1557,378,1061,1
1558,378,1678,1
1559,731,1450,1
1560,731,330,1
1561,731,576,1
1562,731,1778,1
1563,731,808,1
1564,2649,1956,1
1565,2649,249,1
1566,2649,2436,1
1567,2649,2106,1
1568,735,216,1
1569,735,1956,1
1570,735,2527,1
1571,735,307,1
1572,735,195,1
1573,735,86,1
1574,735,2106,1
1575,735,2649,1
1576,826,1273,1
1577,826,1606,1
1578,826,1457,1
1579,826,1422,1
1580,826,1237,1
1581,828,1457,1
1582,828,1422,1
1583,1819,2580,1
1584,1819,224,1
1585,1823,2487,1
1586,1823,2580,1
1587,52,2487,1
1588,52,2580,1
1589,136,2399,1
1590,136,2487,1
1591,136,2580,1
1592,136,1370,1
1593,136,2172,1
1594,136,1479,1
1595,136,2543,1
1596,136,1776,1
1597,136,244,1
1598,136,92,1
1599,136,1413,1
1600,136,159,1
1601,136,1102,1
1602,136,2231,1
1603,136,2635,1
1604,1961,2100,1
1605,236,1617,1
1606,236,156,1
1607,1107,1617,1
1608,1114,1696,1
1609,1114,1588,1
1610,1114,1261,1
1611,1114,1603,1
1612,1114,602,1
1613,1114,1371,1
1614,1114,1117,1
1615,247,2257,1
1616,247,500,1
1617,247,2446,1
1618,247,1973,1
1619,247,563,1
1620,247,982,1
1621,247,1261,1
1622,247,1117,1
1623,2089,357,1
1624,2089,1965,1
1625,2089,1261,1
1626,2089,1603,1
1627,2089,714,1
1628,2089,1530,1
1629,2089,1117,1
1630,1117,1588,1
1631,1117,2332,1
1632,1117,1225,1
1633,1117,1261,1
1634,1117,1603,1
1635,2207,79,1
1636,2207,1786,1
1637,2053,2685,1
1638,2054,2685,1
1639,2054,591,1
1640,2054,2053,1
1641,2070,2602,1
1642,2070,2640,1
1643,2081,2159,1
1644,2081,2366,1
1645,2082,2545,1
1646,2082,2178,1
1647,414,1877,1
1648,414,908,1
1649,414,1442,1
1650,414,1445,1
1651,414,440,1
1652,1309,1186,1
1653,1309,1132,1
1654,1309,924,1
1655,635,683,1
1656,635,722,1
1657,635,442,1
1658,635,660,1
1659,635,256,1
1660,635,381,1
1661,635,474,1
1662,635,651,1
1663,635,430,1
1664,635,632,1
1665,635,634,1
1666,635,208,1
1667,635,264,1
1668,635,686,1
1669,635,172,1
1670,635,177,1
1671,635,89,1
1672,635,436,1
1673,635,375,1
1674,2555,2560,1
1675,640,635,1
1676,640,287,1
1677,640,459,1
1678,640,1363,1
1679,640,549,1
1680,640,1897,1
1681,640,109,1
1682,640,2475,1
1683,640,20,1
1684,640,732,1
1685,640,591,1
1686,640,574,1
1687,640,130,1
1688,640,199,1
1689,640,2054,1
1690,649,2560,1
1691,649,166,1
1692,649,2294,1
1693,649,96,1
1694,649,2581,1
1695,649,457,1
1696,649,2403,1
1697,649,2123,1
1698,649,752,1
1699,649,1643,1
1700,2560,323,1
1701,166,457,1
1702,166,1125,1
1703,986,2484,1
1704,986,862,1
1705,986,1642,1
1706,986,2616,1
1707,986,2605,1
1708,986,136,1
1709,258,7,1
1710,258,400,1
1711,258,544,1
1712,258,1031,1
1713,258,268,1
1714,258,0,1
1715,258,8,1
1716,258,14,1
1717,258,1111,1
1718,258,751,1
1719,258,435,1
1720,478,96,1
1721,478,215,1
1722,478,618,1
1723,478,218,1
1724,478,520,1
1725,478,497,1
1726,478,227,1
1727,478,470,1
1728,478,303,1
1729,478,754,1
1730,478,396,1
1731,478,568,1
1732,478,52,1
1733,478,274,1
1734,479,649,1
1735,479,478,1
1736,479,147,1
1737,479,418,1
1738,479,1354,1
1739,479,1627,1
1740,479,2636,1
1741,479,92,1
1742,479,2300,1
1743,479,136,1
1744,479,449,1
1745,1645,797,1
1746,1645,204,1
1747,871,1591,1
1748,158,184,1
1749,158,598,1
1750,158,433,1
1751,158,707,1
1752,1227,1236,1
1753,1234,977,1
1754,1234,1226,1
1755,1234,1187,1
1756,1234,1263,1
1757,1234,13,1
1758,1234,937,1
1759,1234,1275,1
1760,1234,790,1
1761,1234,1510,1
1762,2210,1808,1
1763,1236,1227,1
1764,1236,861,1
1765,1236,296,1
1766,1236,382,1
1767,1236,1669,1
1768,1238,1500,1
1769,1238,1025,1
1770,1238,1550,1
1771,2350,2168,1
1772,1343,1364,1
1773,1343,1456,1
1774,2354,400,1
1775,2354,556,1
1776,2356,1705,1
1777,2356,2246,1
1778,2356,1105,1
1779,453,2156,1
1780,453,9,1
1781,453,706,1
1782,453,1712,1
1783,453,2059,1
1784,453,2354,1
1785,453,2455,1
1786,453,1566,1
1787,453,1358,1
1788,453,1661,1
1789,453,2092,1
1790,453,2098,1
1791,453,2099,1
1792,453,1449,1
1793,453,514,1
1794,453,2618,1
1795,453,1269,1
1796,453,876,1
1797,453,1025,1
1798,453,2034,1
1799,1360,1095,1
1800,2360,2004,1
1801,2360,400,1
1802,2360,556,1
1803,2360,1386,1
1804,2360,2273,1
1805,2360,2354,1
1806,2360,1006,1
1807,2360,2040,1
1808,459,267,1
1809,459,1705,1
1810,459,130,1
1811,1363,2168,1
1812,1363,1343,1
1813,1363,1364,1
1814,1363,2475,1
1815,1363,2653,1
1816,1363,786,1
1817,1364,1705,1
1818,1364,1469,1
1819,549,287,1
1820,549,453,1
1821,549,591,1
1822,549,507,1
1823,549,456,1
1824,549,574,1
1825,549,488,1
1826,2455,2354,1
1827,555,615,1
1828,555,400,1
1829,555,556,1
1830,555,2354,1
1831,1469,1705,1
1832,1469,1456,1
1833,667,2270,1
1834,667,480,1
1835,667,2072,1
1836,667,1974,1
1837,667,2227,1
1838,667,1356,1
1839,667,1928,1
1840,667,257,1
1841,667,867,1
1842,1592,1734,1
1843,1592,1293,1
1844,1592,405,1
1845,1592,1298,1
1846,1592,1176,1
1847,1592,1161,1
1848,1600,1293,1
1849,1600,946,1
1850,672,2329,1
1851,672,535,1
1852,672,2004,1
1853,672,1386,1
1854,672,1343,1
1855,672,2360,1
1856,672,1363,1
1857,672,549,1
1858,672,2696,1
1859,672,1460,1
1860,672,1293,1
1861,672,1003,1
1862,672,1004,1
1863,672,2653,1
1864,672,591,1
1865,672,456,1
1866,672,924,1
1867,672,574,1
1868,672,130,1
1869,1606,2381,1
1870,1606,1293,1
1871,1606,28,1
1872,1732,853,1
1873,1732,2225,1
1874,1732,1493,1
1875,910,1589,1
1876,910,1673,1
1877,910,1131,1
1878,910,1432,1
1879,910,1590,1
1880,910,1140,1
1881,910,1253,1
1882,910,982,1
1883,910,1573,1
1884,910,1311,1
1885,910,964,1
1886,910,966,1
1887,910,764,1
1888,910,811,1
1889,910,1221,1
1890,910,981,1
1891,910,1481,1
1892,910,902,1
1893,910,1117,1
1894,192,10,1
1895,192,705,1
1896,192,510,1
1897,192,193,1
1898,192,280,1
1899,192,420,1
1900,192,519,1
1901,192,439,1
1902,193,10,1
1903,193,238,1
1904,193,2549,1
1905,193,74,1
1906,193,280,1
1907,193,420,1
1908,193,519,1
1909,652,373,1
1910,2676,1787,1
1911,2676,2385,1
1912,1741,492,1
1913,1741,601,1
1914,3,197,1
1915,3,463,1
1916,3,601,1
1917,1844,1979,1
1918,1844,1845,1
1919,1845,1979,1
1920,1845,979,1
1921,68,1979,1
1922,68,979,1
1923,68,1845,1
1924,68,1632,1
1925,68,2007,1
1926,68,522,1
1927,68,1825,1
1928,879,700,1
1929,879,979,1
1930,898,1687,1
1931,496,2393,1
1932,496,501,1
1933,496,1896,1
1934,2393,1813,1
1935,2393,1952,1
1936,2393,1896,1
1937,2393,2029,1
1938,501,174,1
1939,503,1813,1
1940,503,174,1
1941,503,1952,1
1942,503,501,1
1943,503,2396,1
1944,503,1851,1
1945,503,2029,1
1946,2409,2027,1
1947,2409,174,1
1948,2409,638,1
1949,2409,2672,1
1950,597,434,1
1951,597,106,1
1952,597,224,1
1953,1672,899,1
1954,1672,807,1
1955,1672,1352,1
1956,1672,1564,1
1957,1672,903,1
1958,807,1438,1
1959,35,34,1
1960,39,24,1
1961,39,82,1
1962,40,761,1
1963,1016,1110,1
1964,1016,943,1
1965,1016,1070,1
1966,1016,1205,1
1967,1016,856,1
1968,1016,1729,1
1969,1016,1305,1
1970,1016,727,1
1971,1016,1670,1
1972,1016,728,1
1973,1016,1466,1
1974,1023,1090,1
1975,1029,1090,1
1976,1029,2456,1
1977,1503,1108,1
1978,1503,1276,1
1979,1503,1504,1
1980,1503,1507,1
1981,1503,1525,1
1982,1503,1308,1
1983,1504,1108,1
1984,1504,1276,1
1985,1504,1415,1
1986,1504,1507,1
1987,1504,1525,1
1988,1504,1308,1
1989,1506,1108,1
1990,1506,1276,1
1991,1506,1415,1
1992,1506,1504,1
1993,1506,1507,1
1994,1506,1525,1
1995,1506,1308,1
1996,1507,1108,1
1997,2607,2074,1
1998,2607,2310,1
1999,2607,2369,1
2000,2607,1987,1
2001,1636,2074,1
2002,1636,1073,1
2003,1636,928,1
2004,1636,983,1
2005,1636,1684,1
2006,1636,245,1
2007,2615,2074,1
2008,2615,1647,1
2009,1647,2074,1
2010,1647,1684,1
2011,1062,1323,1
2012,1062,2651,1
2013,1389,1079,1
2014,1389,821,1
2015,109,635,1
2016,109,640,1
2017,109,535,1
2018,109,1296,1
2019,109,1888,1
2020,109,1074,1
2021,109,459,1
2022,109,672,1
2023,109,884,1
2024,109,2315,1
2025,109,778,1
2026,109,1661,1
2027,109,171,1
2028,109,955,1
2029,109,507,1
2030,109,488,1
2031,109,967,1
2032,109,2053,1
2033,109,2054,1
2034,114,171,1
2035,2177,1883,1
2036,539,1665,1
2037,539,1210,1
2038,539,1209,1
2039,539,183,1
2040,539,1453,1
2041,539,454,1
2042,539,541,1
2043,1453,1152,1
2044,1453,1210,1
2045,645,51,1
2046,645,312,1
2047,645,742,1
2048,645,211,1
2049,2559,841,1
2050,2559,51,1
2051,2559,1241,1
2052,2559,2076,1
2053,2559,1747,1
2054,2559,260,1
2055,772,1502,1
2056,772,768,1
2057,772,51,1
2058,772,2166,1
2059,772,2167,1
2060,772,312,1
2061,772,742,1
2062,772,1240,1
2063,772,1241,1
2064,772,2076,1
2065,772,1147,1
2066,1285,770,1
2067,1285,405,1
2068,1285,1298,1
2069,1285,1176,1
2070,1285,1382,1
2071,1285,968,1
2072,1293,2284,1
2073,2306,2594,1
2074,405,753,1
2075,407,512,1
2076,407,2439,1
2077,407,1763,1
2078,407,1298,1
2079,407,1875,1
2080,1298,407,1
2081,409,2582,1
2082,409,753,1
2083,409,1606,1
2084,409,1298,1
2085,411,1891,1
2086,411,512,1
2087,411,2594,1
2088,411,1470,1
2089,411,536,1
2090,411,2582,1
2091,411,1600,1
2092,411,2232,1
2093,41,1733,1
2094,41,889,1
2095,41,94,1
2096,41,1982,1
2097,41,725,1
2098,41,533,1
2099,41,2456,1
2100,41,1713,1
2101,41,892,1
2102,41,352,1
2103,41,23,1
2104,41,115,1
2105,48,1783,1
2106,48,2682,1
2107,48,2456,1
2108,490,6,1
2109,490,220,1
2110,490,5,1
2111,490,492,1
2112,490,734,1
2113,490,45,1
2114,490,213,1
2115,492,2323,1
2116,492,1186,1
2117,492,734,1
2118,492,45,1
2119,492,213,1
2120,513,117,1
2121,513,452,1
2122,2526,2448,1
2123,1687,1228,1
2124,1687,870,1
2125,1687,773,1
2126,1687,1189,1
2127,1687,1632,1
2128,1687,54,1
2129,1687,1137,1
2130,1687,148,1
2131,1687,1557,1
2132,1688,1228,1
2133,1693,1228,1
2134,256,2369,1
2135,256,928,1
2136,256,430,1
2137,256,2225,1
2138,256,634,1
2139,256,983,1
2140,2192,1743,1
2141,2192,177,1
2142,1217,1349,1
2143,835,1248,1
2144,132,346,1
2145,2186,2321,1
2146,2187,2314,1
2147,2187,531,1
2148,2187,2321,1
2149,1312,1622,1
2150,1312,1269,1
2151,1312,1260,1
2152,418,135,1
2153,418,1312,1
2154,418,1269,1
2155,2461,2492,1
2156,2461,1076,1
2157,2461,1078,1
2158,2462,1986,1
2159,2462,401,1
2160,557,423,1
2161,558,2660,1
2162,558,376,1
2163,558,1934,1
2164,558,2463,1
2165,558,557,1
2166,558,1137,1
2167,558,1816,1
2168,558,905,1
2169,558,1641,1
2170,558,1532,1
2171,558,423,1
2172,558,1555,1
2173,558,2034,1
2174,2467,2155,1
2175,2467,2468,1
2176,2467,323,1
2177,641,1739,1
2178,641,376,1
2179,641,484,1
2180,642,484,1
2181,642,697,1
2182,1574,1017,1
2183,1574,484,1
2184,656,773,1
2185,656,657,1
2186,656,148,1
2187,656,650,1
2188,1581,1447,1
2189,1581,1711,1
2190,1581,657,1
2191,1931,2277,1
2192,1931,2402,1
2193,1931,1408,1
2194,1931,1921,1
2195,1198,1296,1
2196,1198,859,1
2197,1198,517,1
2198,1198,418,1
2199,1198,1170,1
2200,1198,1683,1
2201,745,600,1
2202,745,458,1
2203,745,1756,1
2204,745,1763,1
2205,745,666,1
2206,745,1157,1
2207,745,2162,1
2208,745,386,1
2209,745,687,1
2210,745,771,1
2211,745,110,1
2212,745,2165,1
2213,745,72,1
2214,745,1564,1
2215,745,18,1
2216,745,477,1
2217,745,2437,1
2218,745,962,1
2219,745,1932,1
2220,745,1700,1
2221,745,1704,1
2222,745,36,1
2223,745,2325,1
2224,745,124,1
2225,745,127,1
2226,745,355,1
2227,745,205,1
2228,745,1886,1
2229,745,2336,1
2230,745,561,1
2231,745,91,1
2232,766,979,1
2233,766,181,1
2234,766,2532,1
2235,766,78,1
2236,766,518,1
2237,1344,1138,1
2238,1344,1121,1
2239,1344,1047,1
2240,1345,1344,1
2241,1345,1046,1
2242,1345,1047,1
2243,1345,1640,1
2244,1348,1047,1
2245,1348,612,1
2246,1354,1695,1
2247,1354,313,1
2248,1354,1420,1
2249,1354,1089,1
2250,1354,1304,1
2251,1354,1465,1
2252,1354,1039,1
2253,1354,1040,1
2254,1354,1317,1
2255,1354,806,1
2256,1354,992,1
2257,1354,994,1
2258,1354,1001,1
2259,1354,911,1
2260,1354,1123,1
2261,1354,1188,1
2262,1354,1176,1
2263,1354,75,1
2264,1354,1426,1
2265,1354,1674,1
2266,1354,1680,1
2267,1354,1047,1
2268,1859,548,1
2269,1859,1791,1
2270,1860,548,1
2271,1860,906,1
2272,1860,683,1
2273,82,548,1
2274,82,1440,1
2275,82,305,1
2276,82,239,1
2277,82,410,1
2278,82,1553,1
2279,82,295,1
2280,102,404,1
2281,102,2012,1
2282,102,1824,1
2283,102,1893,1
2284,102,1895,1
2285,102,2333,1
2286,102,1964,1
2287,102,2583,1
2288,1893,1895,1
2289,1003,2146,1
2290,1003,2028,1
2291,1003,2483,1
2292,1003,1343,1
2293,1003,1364,1
2294,1003,1469,1
2295,1003,1897,1
2296,1003,1004,1
2297,1003,2182,1
2298,1003,791,1
2299,1003,786,1
2300,1004,2146,1
2301,1004,2483,1
2302,1004,2350,1
2303,1004,1343,1
2304,1004,1364,1
2305,1004,1469,1
2306,1004,1003,1
2307,1004,791,1
2308,1004,786,1
2309,2253,2213,1
2310,2253,2591,1
2311,2282,2217,1
2312,2282,1686,1
2313,485,2514,1
2314,485,711,1
2315,485,2380,1
2316,485,1838,1
2317,485,2561,1
2318,2380,2294,1
2319,2380,215,1
2320,2380,2514,1
2321,2380,1838,1
2322,2380,2561,1
2323,2380,288,1
2324,2408,2145,1
2325,2220,2478,1
2326,2220,2139,1
2327,2220,2600,1
2328,2220,1958,1
2329,2220,1409,1
2330,2220,2563,1
2331,2220,2226,1
2332,2220,1940,1
2333,2220,2252,1
2334,2220,290,1
2335,2220,1950,1
2336,2226,2478,1
2337,2226,2139,1
2338,2226,1958,1
2339,2226,1950,1
2340,486,1597,1
2341,486,231,1
2342,486,1278,1
2343,486,64,1
2344,486,284,1
2345,486,1148,1
2346,486,285,1
2347,486,2276,1
2348,585,335,1
2349,585,911,1
2350,585,1275,1
2351,585,2290,1
2352,585,2291,1
2353,585,1061,1
2354,1644,986,1
2355,1644,1862,1
2356,1644,1863,1
2357,1644,2484,1
2358,1644,701,1
2359,1644,2364,1
2360,1644,822,1
2361,1644,1732,1
2362,1644,2409,1
2363,1644,1256,1
2364,1644,2614,1
2365,1644,2616,1
2366,1644,1328,1
2367,1644,2423,1
2368,1644,1964,1
2369,1644,1601,1
2370,1644,318,1
2371,1644,322,1
2372,1644,462,1
2373,2614,986,1
2374,2614,2484,1
2375,2614,2616,1
2376,2616,986,1
2377,2616,2484,1
2378,217,2355,1
2379,217,685,1
2380,2052,2062,1
2381,2060,2062,1
2382,2061,96,1
2383,2061,215,1
2384,2061,2062,1
2385,2066,2062,1
2386,1084,2035,1
2387,1084,991,1
2388,1084,858,1
2389,464,467,1
2390,464,573,1
2391,467,2000,1
2392,467,270,1
2393,467,276,1
2394,467,495,1
2395,467,729,1
2396,560,1375,1
2397,560,2287,1
2398,560,78,1
2399,560,955,1
2400,560,938,1
2401,688,1248,1
2402,688,252,1
2403,688,835,1
2404,202,771,1
2405,202,204,1
2406,204,1811,1
2407,204,597,1
2408,204,2410,1
2409,204,2650,1
2410,204,202,1
2411,204,741,1
2412,204,274,1
2413,2032,2171,1
2414,1290,2080,1
2415,1290,2329,1
2416,1290,1712,1
2417,1290,1226,1
2418,1290,1238,1
2419,1290,1918,1
2420,1290,218,1
2421,1290,2169,1
2422,1290,1644,1
2423,1290,1191,1
2424,1290,1197,1
2425,1290,893,1
2426,1290,1025,1
2427,1290,423,1
2428,1290,429,1
2429,410,2,1
2430,410,305,1
2431,410,298,1
2432,2707,2344,1
2433,2707,1389,1
2434,2707,774,1
2435,2301,2588,1
2436,2301,1907,1
2437,2301,1901,1
2438,2406,2078,1
2439,157,1017,1
2440,157,2230,1
2441,157,1375,1
2442,157,1637,1
2443,157,1075,1
2444,157,393,1
2445,157,2680,1
2446,157,897,1
2447,157,716,1
2448,157,1289,1
2449,157,2019,1
2450,157,2540,1
2451,157,979,1
2452,157,1038,1
2453,157,214,1
2454,157,766,1
2455,157,2021,1
2456,157,1718,1
2457,157,560,1
2458,157,181,1
2459,157,740,1
2460,157,78,1
2461,157,2095,1
2462,157,916,1
2463,157,1452,1
2464,157,371,1
2465,157,1550,1
2466,157,1340,1
2467,157,2417,1
2468,160,2681,1
2469,160,469,1
2470,160,2540,1
2471,160,125,1
2472,160,1857,1
2473,160,322,1
2474,1283,823,1
2475,1283,1318,1
2476,1283,1547,1
2477,1283,1284,1
2478,1283,230,1
2479,1283,391,1
2480,1284,1055,1
2481,1284,1169,1
2482,1079,1103,1
2483,1079,864,1
2484,1079,975,1
2485,1079,1009,1
2486,1079,1724,1
2487,1079,1718,1
2488,1079,1315,1
2489,1079,611,1
2490,1112,1403,1
2491,1112,1073,1
2492,1112,926,1
2493,1112,2415,1
2494,1112,1512,1
2495,1112,101,1
2496,1118,1540,1
2497,1118,134,1
2498,2090,1260,1
2499,2182,2146,1
2500,2182,2633,1
2501,2182,1835,1
2502,2182,1748,1
2503,655,198,1
2504,230,520,1
2505,230,1284,1
2506,230,406,1
2507,230,391,1
2508,1095,1456,1
2509,1095,1433,1
2510,308,9,1
2511,308,2028,1
2512,308,1456,1
2513,2171,2031,1
2514,319,29,1
2515,319,1273,1
2516,1185,1521,1
2517,1185,1000,1
2518,320,259,1
2519,1191,692,1
2520,1191,1053,1
2521,624,112,1
2522,624,11,1
2523,624,700,1
2524,624,572,1
2525,625,700,1
2526,627,1057,1
2527,627,338,1
2528,627,1562,1
2529,627,1679,1
2530,627,1270,1
2531,1562,1637,1
2532,1562,355,1
2533,2543,2440,1
2534,2543,2409,1
2535,2543,1479,1
2536,2543,1776,1
2537,2543,2674,1
2538,631,1057,1
2539,631,383,1
2540,631,1562,1
2541,732,267,1
2542,732,1897,1
2543,732,20,1
2544,2653,2028,1
2545,2653,1363,1
2546,1697,929,1
2547,1697,1599,1
2548,1697,16,1
2549,1697,1703,1
2550,1697,1559,1
2551,1697,1664,1
2552,1697,1667,1
2553,1697,1683,1
2554,1697,804,1
2555,740,929,1
2556,740,164,1
2557,740,418,1
2558,740,560,1
2559,740,1703,1
2560,740,1559,1
2561,740,1664,1
2562,740,1667,1
2563,740,1683,1
2564,2658,1860,1
2565,2658,1559,1
2566,2658,691,1
2567,1703,1559,1
2568,1019,853,1
2569,1019,906,1
2570,1019,926,1
2571,1019,862,1
2572,1019,927,1
2573,1019,1256,1
2574,1019,1290,1
2575,2299,1854,1
2576,2299,1855,1
2577,1540,1045,1
2578,1540,842,1
2579,1540,1443,1
2580,621,1859,1
2581,621,471,1
2582,2529,2294,1
2583,2529,2521,1
2584,2536,502,1
2585,2536,1957,1
2586,2536,2629,1
2587,1559,929,1
2588,1559,1791,1
2589,1559,1664,1
2590,1559,1683,1
2591,629,221,1
2592,629,612,1
2593,2544,2568,1
2594,633,197,1
2595,636,118,1
2596,636,2027,1
2597,636,2173,1
2598,636,2672,1
2599,636,2174,1
2600,636,2204,1
2601,636,2233,1
2602,636,764,1
2603,1573,1673,1
2604,1573,1432,1
2605,1573,636,1
2606,1573,2174,1
2607,1573,764,1
2608,1573,1481,1
2609,1690,995,1
2610,738,1585,1
2611,738,1376,1
2612,738,1213,1
2613,738,1741,1
2614,738,1727,1
2615,738,621,1
2616,738,210,1
2617,738,564,1
2618,738,575,1
2619,738,2628,1
2620,738,2629,1
2621,738,1183,1
2622,2655,1975,1
2623,2666,451,1
2624,2666,2453,1
2625,2666,2411,1
2626,749,197,1
2627,750,244,1
2628,843,1101,1
2629,843,2658,1
2630,843,568,1
2631,843,575,1
2632,858,2035,1
2633,858,991,1
2634,858,281,1
2635,57,306,1
2636,60,252,1
2637,60,688,1
2638,875,933,1
2639,875,554,1
2640,875,775,1
2641,875,370,1
2642,875,1192,1
2643,1841,1741,1
2644,1841,564,1
2645,63,739,1
2646,63,1546,1
2647,63,210,1
2648,63,153,1
2649,1954,98,1
2650,1954,2183,1
2651,1954,978,1
2652,1954,2222,1
2653,1954,2150,1
2654,1954,321,1
2655,162,173,1
2656,162,775,1
2657,2092,2015,1
2658,2098,2156,1
2659,2098,2099,1
2660,1124,453,1
2661,1124,1566,1
2662,1124,1567,1
2663,2361,2175,1
2664,2361,2216,1
2665,2361,139,1
2666,577,2660,1
2667,577,1502,1
2668,577,389,1
2669,577,312,1
2670,577,2492,1
2671,577,250,1
2672,577,1532,1
2673,577,401,1
2674,577,2034,1
2675,2492,1900,1
2676,2492,2547,1
2677,350,180,1
2678,350,111,1
2679,350,730,1
2680,350,201,1
2681,350,770,1
2682,350,664,1
2683,350,427,1
2684,350,351,1
2685,664,978,1
2686,1593,978,1
2687,1593,1437,1
2688,1593,1116,1
2689,1593,1288,1
2690,2573,1942,1
2691,2024,737,1
2692,2024,427,1
2693,2024,1932,1
2694,2024,1778,1
2695,227,823,1
2696,227,1318,1
2697,227,1547,1
2698,227,2319,1
2699,227,296,1
2700,1170,517,1
2701,1359,1057,1
2702,2367,2577,1
2703,2367,1833,1
2704,1462,1657,1
2705,1462,1457,1
2706,0,544,1
2707,0,8,1
2708,0,435,1
2709,8,435,1
2710,14,258,1
2711,14,437,1
2712,14,400,1
2713,14,393,1
2714,14,232,1
2715,14,544,1
2716,14,746,1
2717,14,242,1
2718,14,708,1
2719,14,31,1
2720,14,736,1
2721,14,268,1
2722,14,384,1
2723,14,0,1
2724,14,8,1
2725,14,613,1
2726,14,751,1
2727,14,435,1
2728,14,443,1
2729,1908,2514,1
2730,1908,442,1
2731,1908,1647,1
2732,1908,1893,1
2733,1908,1838,1
2734,1908,2561,1
2735,1908,1582,1
2736,1909,2677,1
2737,1909,1545,1
2738,1909,632,1
2739,1909,1582,1
2740,1910,2159,1
2741,1910,705,1
2742,1910,1668,1
2743,1910,2416,1
2744,1910,2506,1
2745,1910,2242,1
2746,1910,2375,1
2747,1910,2488,1
2748,1910,2366,1
2749,1910,2575,1
2750,1910,2081,1
2751,399,1250,1
2752,399,1251,1
2753,1425,525,1
2754,1425,684,1
2755,613,232,1
2756,613,2571,1
2757,613,268,1
2758,613,616,1
2759,616,268,1
2760,15,234,1
2761,15,701,1
2762,15,254,1
2763,15,152,1
2764,15,399,1
2765,15,253,1
2766,15,129,1
2767,15,538,1
2768,15,322,1
2769,15,80,1
2770,2015,2327,1
2771,2015,2034,1
2772,1050,1389,1
2773,1050,1306,1
2774,1050,1591,1
2775,1050,1492,1
2776,1050,1499,1
2777,1050,1171,1
2778,622,345,1
2779,622,377,1
2780,2532,2417,1
2781,45,220,1
2782,1393,1502,1
2783,1393,1128,1
2784,1393,1097,1
2785,1393,976,1
2786,1393,1414,1
2787,1393,1437,1
2788,1393,1397,1
2789,1393,905,1
2790,593,300,1
2791,593,594,1
2792,2509,1962,1
2793,2509,517,1
2794,2509,2618,1
2795,698,360,1
2796,698,474,1
2797,698,1431,1
2798,2178,2545,1
2799,2178,2582,1
2800,2178,1788,1
2801,2178,1793,1
2802,2178,1795,1
2803,2181,2143,1
2804,2181,2178,1
2805,2181,1788,1
2806,2181,1793,1
2807,2181,1795,1
2808,343,1274,1
2809,343,1571,1
2810,343,530,1
2811,343,1303,1
2812,343,1098,1
2813,343,1577,1
2814,1303,1274,1
2815,1303,2347,1
2816,1305,1274,1
2817,1305,1740,1
2818,1305,1575,1
2819,1305,1065,1
2820,1305,1098,1
2821,1525,1276,1
2822,1525,1415,1
2823,809,1190,1
2824,809,1229,1
2825,809,1639,1
2826,809,297,1
2827,809,1222,1
2828,809,1044,1
2829,809,908,1
2830,809,1615,1
2831,809,812,1
2832,809,814,1
2833,809,919,1
2834,809,1080,1
2835,809,1365,1
2836,812,1044,1
2837,812,1080,1
2838,812,1365,1
2839,814,1044,1
2840,814,812,1
2841,814,1365,1
2842,125,394,1
2843,125,1857,1
2844,133,394,1
2845,1431,1181,1
2846,1431,1412,1
2847,1431,861,1
2848,2674,2066,1
2849,2674,1352,1
2850,761,535,1
2851,761,9,1
2852,761,40,1
2853,129,2363,1
2854,129,2446,1
2855,129,1973,1
2856,129,1409,1
2857,129,188,1
2858,129,2220,1
2859,129,2165,1
2860,129,2451,1
2861,129,538,1
2862,129,22,1
2863,129,2193,1
2864,129,1204,1
2865,2307,1772,1
2866,2307,406,1
2867,2307,1939,1
2868,406,311,1
2869,540,543,1
2870,540,603,1
2871,540,1121,1
2872,540,1640,1
2873,62,324,1
2874,62,332,1
2875,62,2425,1
2876,62,945,1
2877,62,2474,1
2878,62,2566,1
2879,62,423,1
2880,881,1119,1
2881,881,2295,1
2882,881,112,1
2883,881,816,1
2884,881,2702,1
2885,881,572,1
2886,881,2203,1
2887,881,2405,1
2888,881,1411,1
2889,881,2454,1
2890,1969,2309,1
2891,1969,2363,1
2892,1969,2051,1
2893,1969,2200,1
2894,1975,2689,1
2895,1975,2408,1
2896,1975,2655,1
2897,1116,708,1
2898,1116,31,1
2899,1116,736,1
2900,1116,1593,1
2901,250,170,1
2902,250,694,1
2903,250,708,1
2904,250,31,1
2905,250,736,1
2906,250,639,1
2907,250,498,1
2908,250,499,1
2909,250,584,1
2910,250,304,1
2911,250,107,1
2912,250,108,1
2913,250,33,1
2914,2419,2323,1
2915,2419,492,1
2916,2419,1268,1
