,nodeA,nodeB
1856,1516,1342
1857,431,868
1858,1517,1162
1859,1517,1268
1860,1517,1331
1861,1517,1335
1862,1517,2079
1863,2640,2639
1864,2641,185
1865,2641,3117
1866,2642,2601
1867,2643,2645
1868,2644,2645
1869,1518,1519
1870,1519,1216
1871,1519,1303
1872,432,433
1873,432,915
1874,433,915
1875,1520,1233
1876,2646,2282
1877,434,387
1878,434,506
1879,2648,2648
1880,1521,3255
1881,1522,1319
1882,1522,1323
1883,437,438
1884,437,516
1885,437,711
1886,438,251
1887,439,51
1888,439,58
1889,439,94
1890,439,167
1891,439,212
1892,439,244
1893,439,253
1894,439,259
1895,439,302
1896,439,332
1897,439,355
1898,439,364
1899,439,365
1900,439,382
1901,439,414
1902,439,438
1903,439,444
1904,439,445
1905,439,481
1906,439,482
1907,439,483
1908,439,516
1909,439,517
1910,439,525
1911,439,597
1912,439,668
1913,439,669
1914,439,680
1915,439,697
1916,439,702
1917,439,747
1918,439,755
1919,439,804
1920,439,871
1921,439,918
1922,440,10
1923,441,1236
1924,441,2447
1925,441,1478
1926,441,1531
1927,441,2665
1928,441,2765
1929,441,1723
1930,441,645
1931,441,1801
1932,441,774
1933,441,880
1934,441,2168
1935,1523,1167
1936,1523,1826
1937,1524,1168
1938,1524,1254
1939,1524,1581
1940,1524,1934
1941,1524,2041
1942,1525,1661
1943,1526,1761
1944,442,106
1945,443,443
1946,443,586
1947,2650,2660
1948,2651,2574
1949,2651,692
1950,2651,2994
1951,2651,914
1952,2652,2271
1953,444,94
1954,1528,1255
1955,1528,1478
1956,1528,2738
1957,1528,2765
1958,1528,1723
1959,1528,1814
1960,1528,2970
1961,445,94
1962,445,194
1963,445,444
1964,2654,1529
1965,2654,2166
1966,447,93
1967,447,213
1968,447,256
1969,447,296
1970,447,535
1971,447,744
1972,447,778
1973,447,800
1974,447,921
1975,447,967
1976,2655,2690
1977,448,810
1978,2656,2194
1979,1530,1185
1980,1530,2008
1981,2657,1286
1982,2657,2447
1983,2657,1302
1984,2657,2658
1985,2658,2447
1986,2658,2657
1987,2658,2658
1988,2658,1531
1989,2658,1532
1990,1532,1286
1991,1532,1302
1992,1532,1532
1993,1533,1687
1994,1533,710
1995,450,449
1996,450,451
1997,450,560
1998,450,710
1999,450,896
2000,2661,2661
2001,2663,2664
2002,2664,2044
2003,1537,1394
2004,452,605
2005,1538,1248
2006,1539,1207
2007,454,817
2008,2668,2669
2009,2668,2670
2010,2669,2463
2011,2669,686
2012,2669,3191
2013,1540,1266
2014,1541,1182
2015,1541,1540
2016,2671,2439
2017,1542,1215
2018,1542,1422
2019,1542,1980
2020,1543,2293
2021,1543,2460
2022,1543,1326
2023,1543,828
2024,2674,2674
2025,456,147
2026,1545,80
2027,1545,1427
2028,1546,1547
2029,1546,1763
2030,457,458
2031,459,573
2032,459,697
2033,460,2361
2034,460,154
2035,460,263
2036,460,685
2037,460,3156
2038,460,3159
2039,460,1006
2040,461,25
2041,461,69
2042,461,888
2043,462,167
2044,462,828
2045,1549,1549
2046,1549,1624
2047,1549,978
2048,1550,1235
2049,2678,2382
2050,2678,2396
2051,2679,2679
2052,465,466
2053,2680,2680
2054,2682,2682
2055,2682,2683
2056,2684,2378
2057,2684,2682
2058,2684,2683
2059,469,586
2060,469,633
2061,469,697
2062,471,2221
2063,471,30
2064,471,31
2065,471,1075
2066,471,1169
2067,471,1199
2068,471,122
2069,471,127
2070,471,1232
2071,471,179
2072,471,262
2073,471,272
2074,471,276
2075,471,1357
2076,471,285
2077,471,1383
2078,471,338
2079,471,504
2080,471,510
2081,471,541
2082,471,556
2083,471,566
2084,471,2812
2085,471,697
2086,471,732
2087,471,3015
2088,471,780
2089,471,797
2090,471,802
2091,472,142
2092,472,145
2093,2686,2385
2094,2686,1714
2095,2686,686
2096,2686,687
2097,2688,2409
2098,2688,2687
2099,2688,2689
2100,2689,2687
2101,1553,1554
2102,1554,1553
2103,1555,1555
2104,1556,1555
2105,1556,1647
2106,474,90
2107,1557,1558
2108,476,475
2109,477,346
2110,477,369
2111,477,753
2112,477,951
2113,478,868
2114,2693,2373
2115,2694,2505
2116,1560,1339
2117,1560,341
2118,1560,1668
2119,1560,1818
2120,2695,2212
2121,2695,2498
2122,2696,2578
2123,2696,1867
2124,2696,3144
2125,481,51
2126,482,51
2127,482,481
2128,482,697
2129,1562,1321
2130,483,51
2131,483,154
2132,483,189
2133,483,244
2134,483,253
2135,483,259
2136,483,355
2137,483,481
2138,483,516
2139,483,525
2140,483,597
2141,483,702
2142,483,706
2143,483,708
2144,483,918
2145,2699,2441
2146,486,138
2147,486,485
2148,487,42
2149,487,271
2150,487,950
2151,488,17
2152,488,39
2153,488,42
2154,488,271
2155,488,367
2156,488,368
2157,488,487
2158,488,488
2159,488,489
2160,488,569
2161,488,790
2162,488,833
2163,488,834
2164,488,950
2165,488,955
2166,488,964
2167,488,1010
2168,2700,3231
2169,2702,2647
2170,1564,1110
2171,1564,1563
2172,1564,1565
2173,490,805
2174,2704,2602
2175,2705,2864
2176,2706,2445
2177,492,570
2178,493,492
2179,493,907
2180,495,19
2181,495,75
2182,495,139
2183,495,208
2184,495,667
2185,495,743
2186,495,935
2187,495,979
2188,1568,1226
2189,1568,235
2190,1568,592
2191,496,142
2192,497,145
2193,2708,2825
2194,2709,2681
2195,498,239
2196,2710,2761
2197,501,1007
2198,502,107
2199,502,501
2200,502,508
2201,502,755
2202,502,1007
2203,1573,1287
2204,503,634
2205,504,159
2206,2711,2438
2207,2711,2465
2208,2711,2531
2209,2711,2532
2210,2711,2667
2211,2711,2813
2212,2711,3244
2213,1574,1280
2214,505,30
2215,505,56
2216,505,69
2217,505,78
2218,505,172
2219,505,534
2220,505,562
2221,505,732
2222,506,171
2223,506,394
2224,506,721
2225,506,843
2226,506,939
2227,507,206
2228,509,174
2229,509,340
2230,510,504
2231,510,566
2232,514,323
2233,514,383
2234,514,868
2235,1577,1087
2236,1577,1494
2237,1578,1530
2238,2713,2653
2239,517,251
2240,517,310
2241,517,525
2242,517,673
2243,517,871
2244,1580,2873
2245,1580,2043
2246,2714,2939
2247,518,952
2248,1582,2078
2249,1583,1189
2250,1584,1314
2251,2715,2475
2252,520,170
2253,521,616
2254,521,701
2255,522,28
2256,522,54
2257,522,105
2258,522,106
2259,522,1249
2260,522,153
2261,522,1374
2262,522,1460
2263,522,1464
2264,522,469
2265,522,616
2266,522,619
2267,522,697
2268,522,956
2269,522,987
2270,522,999
2271,522,1000
2272,1585,1629
2273,1586,1336
2274,1586,1587
2275,1588,1235
2276,1589,1128
2277,1589,1149
2278,1589,1590
2279,1590,1128
2280,2716,2717
2281,2719,2718
2282,1592,1593
2283,1594,1592
2284,1594,1593
2285,1595,1596
2286,1597,1598
2287,1599,1076
2288,1599,1078
2289,1599,1600
2290,1599,1613
2291,1599,1685
2292,1599,1950
2293,1599,2074
2294,2720,3015
2295,2721,2629
2296,523,182
2297,523,261
2298,2723,2722
2299,2724,2744
2300,524,971
2301,1601,1569
2302,1602,1829
2303,525,590
2304,2725,2725
2305,2726,2557
2306,2727,2913
2307,1606,1105
2308,1606,1604
2309,528,528
2310,530,879
2311,2731,2337
2312,531,188
2313,531,532
2314,531,810
2315,533,533
2316,533,534
2317,533,732
2318,534,732
2319,2732,2526
2320,1609,1842
2321,2733,2349
2322,2733,2746
2323,2733,3195
2324,1611,2155
2325,2736,2178
2326,2736,2476
2327,2738,2408
2328,1612,1263
2329,2739,2707
2330,2739,715
2331,2740,2213
2332,2741,2411
2333,1613,1190
2334,537,380
2335,537,655
2336,2742,1122
2337,2742,2880
2338,1614,1773
2339,1615,1037
2340,1615,1042
2341,1615,1411
2342,1615,1614
2343,1616,1616
2344,1618,1452
2345,1619,1188
2346,538,673
2347,2745,122
2348,2745,2588
2349,2745,2665
2350,2745,464
2351,2745,3115
2352,1620,2138
2353,1621,2137
2354,1622,1275
2355,1622,1622
2356,2747,2748
2357,1623,1623
2358,1624,1549
2359,2749,3264
2360,1625,1315
2361,1626,1224
2362,1626,1772
2363,1626,2009
2364,539,86
2365,539,460
2366,540,784
2367,2750,2279
2368,2752,2889
2369,541,507
2370,1628,206
2371,2753,2387
2372,2753,2418
2373,542,101
2374,542,145
2375,542,791
2376,2754,2755
2377,1630,14
2378,1630,1747
2379,544,14
2380,544,286
2381,544,545
2382,546,548
2383,547,159
2384,547,244
2385,547,253
2386,547,259
2387,547,572
2388,547,573
2389,547,590
2390,547,697
2391,551,679
2392,551,680
2393,1631,1129
2394,1631,90
2395,1632,1801
2396,1632,2168
2397,1633,645
2398,1633,1801
2399,1633,774
2400,1634,26
2401,1634,2244
2402,1634,1100
2403,1634,2257
2404,1634,1138
2405,1634,1634
2406,1634,1828
2407,1634,1893
2408,1634,2139
2409,1634,2165
2410,1636,1253
2411,1636,1289
2412,1636,1682
2413,1637,1181
2414,1637,1318
2415,1637,1375
2416,1637,1638
2417,1637,1977
2418,1637,2026
2419,1638,1181
2420,1638,1356
2421,1638,1375
2422,1638,1637
2423,1638,2013
2424,2758,3063
2425,2759,2610
2426,552,952
2427,1640,1810
2428,553,2728
2429,553,2791
2430,553,673
2431,553,1921
2432,553,1951
2433,553,2161
2434,554,58
2435,554,106
2436,554,422
2437,554,469
2438,554,1642
2439,554,830
2440,554,1000
2441,1642,1284
2442,2762,2204
2443,556,2266
2444,556,257
2445,556,462
2446,556,829
2447,1644,1719
2448,2764,3224
2449,1645,1031
2450,1645,1488
2451,558,475
2452,1646,1131
2453,1646,1262
2454,1646,1320
2455,1646,1321
2456,1646,421
2457,1646,1883
2458,1646,1885
2459,561,561
2460,561,655
2461,561,669
2462,2768,2315
2463,1648,1243
2464,564,132
2465,564,536
2466,564,775
2467,564,975
2468,566,152
2469,566,770
2470,566,771
2471,566,802
2472,1649,1272
2473,1649,1650
2474,567,1650
2475,568,158
2476,1652,1868
2477,1653,1237
2478,2773,2783
2479,1655,1422
2480,1657,1080
2481,1657,1189
2482,1657,1314
2483,1657,1359
2484,1657,1583
2485,1657,1584
2486,1657,1735
2487,1657,1736
2488,1657,1737
2489,571,95
2490,571,234
2491,571,697
2492,572,180
2493,572,549
2494,572,573
2495,572,697
2496,572,841
2497,573,257
2498,573,829
2499,574,95
2500,574,310
2501,574,549
2502,574,572
2503,574,697
2504,575,549
2505,1659,1659
2506,1660,1661
2507,1661,1098
2508,1661,1362
2509,2774,2293
2510,2776,2267
2511,2776,2775
2512,1662,1326
2513,577,3209
2514,577,965
2515,2777,2272
2516,2777,3088
2517,1664,779
2518,1664,1921
2519,1664,1991
2520,2778,2676
2521,2778,2724
2522,2780,2870
2523,1667,2328
2524,1667,2460
2525,1667,1326
2526,1667,3028
2527,1667,828
2528,1667,3153
2529,2781,2392
2530,581,580
2531,1670,1671
2532,582,200
2533,583,158
2534,1673,1639
2535,1673,1958
2536,2782,2782
2537,1674,1482
2538,1675,1216
2539,1675,1240
2540,1675,1933
2541,584,202
2542,584,240
2543,584,386
2544,2784,2402
2545,2784,2432
2546,2784,2553
2547,2784,3031
2548,2784,3094
2549,2785,2402
2550,2785,2405
2551,2785,2553
2552,2786,2386
2553,1677,1724
2554,1678,1198
2555,1678,1281
2556,1678,1469
2557,1678,686
2558,1678,1999
2559,1678,2073
2560,1680,1014
2561,1680,1194
2562,1680,1378
2563,587,808
2564,2788,2787
2565,2790,2461
2566,2790,2857
2567,588,952
2568,1681,1407
2569,1681,1409
2570,1683,1324
2571,1683,1325
2572,1683,1684
2573,589,129
2574,589,131
2575,589,134
2576,589,140
2577,2794,2289
2578,2794,2795
2579,2795,1241
2580,2796,2999
2581,2797,2249
2582,591,217
2583,591,724
2584,591,978
2585,1686,1559
2586,2798,3243
2587,1687,1236
2588,1687,421
2589,1687,1508
2590,2799,3128
2591,1689,1830
2592,1689,2176
2593,592,235
2594,595,593
2595,595,594
2596,1690,1122
2597,1690,1478
2598,1690,1528
2599,1690,1814
2600,1690,1891
2601,2801,2800
2602,1691,1815
2603,1691,1992
2604,1691,1993
2605,2802,3092
2606,2803,2803
2607,2804,2524
2608,596,160
2609,596,496
2610,2805,2805
2611,2805,2807
2612,2805,3112
2613,2805,3113
2614,2806,2807
2615,598,151
2616,598,336
2617,598,599
2618,1692,1593
2619,600,569
2620,600,671
2621,601,17
2622,601,834
2623,2808,2354
2624,1693,1260
2625,1693,1844
2626,2809,2734
2627,2809,3129
2628,2810,2525
2629,604,59
2630,2811,2226
2631,1694,1810
2632,2812,2539
2633,1695,1100
2634,1695,1690
2635,1695,1828
2636,605,185
2637,606,199
2638,2813,2438
2639,2813,2465
2640,2814,2815
2641,2816,2383
2642,2817,2472
2643,2818,2819
2644,2820,2889
2645,1696,1697
2646,2821,2268
2647,2822,2822
2648,2823,2610
2649,2824,2977
2650,2827,2873
2651,1699,1334
2652,608,167
2653,608,168
2654,608,238
2655,608,413
2656,608,578
2657,608,597
2658,608,639
2659,608,706
2660,608,773
2661,608,896
2662,2828,3219
2663,1701,149
2664,1701,150
2665,1701,324
2666,1701,325
2667,1701,326
2668,1701,327
2669,1701,2057
2670,609,462
2671,609,828
2672,609,3162
2673,2829,2458
2674,2829,2933
2675,1702,1703
2676,1704,1285
2677,1705,1617
2678,1705,1704
2679,2830,2291
2680,2831,2307
2681,610,135
2682,1706,1224
2683,1706,1243
2684,1706,1258
2685,1706,1612
2686,1706,610
2687,2832,2286
2688,2832,2295
2689,2832,2323
2690,2832,3160
2691,2832,3161
2692,2832,3200
2693,1707,2275
2694,1707,1229
2695,1707,1511
2696,2833,2744
2697,611,950
2698,612,52
2699,612,271
2700,612,569
2701,612,583
2702,612,955
2703,612,964
2704,612,965
2705,613,611
2706,613,955
2707,615,217
2708,615,288
2709,615,306
2710,615,350
2711,615,1509
2712,615,592
2713,615,3205
2714,615,3217
2715,1708,1214
2716,1708,2753
2717,1708,818
2718,2835,2370
2719,1709,1490
2720,1709,2072
2721,1710,1172
2722,1710,305
2723,1710,1409
2724,1710,1512
2725,1710,1513
2726,616,7
2727,616,51
2728,616,67
2729,616,481
2730,616,549
2731,616,571
2732,616,572
2733,616,574
2734,616,575
2735,616,1714
2736,616,668
2737,616,694
2738,616,714
2739,616,748
2740,616,2018
2741,616,3236
2742,616,998
2743,616,999
2744,616,1000
2745,618,240
2746,619,220
2747,619,920
2748,2836,2358
2749,2837,2838
2750,2837,2882
2751,2839,2840
2752,2840,2839
2753,2841,2842
2754,620,621
2755,620,623
2756,621,623
2757,623,621
2758,623,623
2759,624,621
2760,624,623
2761,624,625
2762,625,229
2763,625,623
2764,2843,2276
2765,2843,626
2766,627,823
2767,628,1243
2768,628,1461
2769,2844,2227
2770,629,350
2771,629,515
2772,629,629
2773,629,630
2774,631,70
2775,631,226
2776,631,241
2777,631,403
2778,631,411
2779,631,492
2780,631,495
2781,631,620
2782,631,750
2783,631,979
2784,631,980
2785,631,988
2786,631,995
2787,631,1003
2788,631,1009
2789,1716,1082
2790,1716,1139
2791,1716,1145
2792,1716,1716
2793,1716,1717
2794,1717,1716
2795,1717,1717
2796,1717,1887
2797,1720,1747
2798,1722,2068
2799,2847,2848
2800,2847,2849
2801,2847,1807
2802,1724,1267
2803,635,491
2804,635,870
2805,1725,1417
2806,1725,1427
2807,1725,1545
2808,1725,2024
2809,1727,1191
2810,1727,1514
2811,1727,1811
2812,1727,2097
2813,1728,1085
2814,1728,1729
2815,1729,1627
2816,1729,1717
2817,2852,2853
2818,2853,2852
2819,1730,1142
2820,1730,1192
2821,2855,185
2822,2855,199
2823,1731,1071
2824,1731,1080
2825,1731,1194
2826,1731,1314
2827,1731,1359
2828,1731,1364
2829,1731,1583
2830,1731,1584
2831,1731,1657
2832,1731,1658
2833,1731,1680
2834,1731,1731
2835,1731,1735
2836,1731,1736
2837,1731,1737
2838,1731,1985
2839,1732,1657
2840,1732,1731
2841,1732,1985
2842,1733,1059
2843,1733,1495
2844,1733,1744
2845,1735,1314
2846,1735,1359
2847,1735,1736
2848,1735,1737
2849,1736,1314
2850,1736,1359
2851,1736,1583
2852,1736,1735
2853,1737,1314
2854,1737,1359
2855,1737,1736
2856,2856,2751
2857,637,149
2858,637,150
2859,637,324
2860,637,325
2861,637,326
2862,637,327
2863,637,552
2864,638,128
2865,639,640
2866,640,639
2867,641,157
2868,641,209
2869,641,719
2870,643,35
2871,643,38
2872,643,64
2873,643,83
2874,643,121
2875,643,136
2876,643,239
2877,643,271
2878,643,313
2879,643,314
2880,643,348
2881,643,641
2882,643,661
2883,643,682
2884,643,807
2885,643,808
2886,643,814
2887,643,840
2888,643,866
2889,643,893
2890,643,923
2891,643,994
2892,644,42
2893,644,271
2894,644,611
2895,644,1010
2896,1740,1282
2897,1740,1740
2898,1740,1741
2899,1740,1766
2900,2858,2464
2901,646,1282
2902,646,549
2903,646,1650
2904,646,732
2905,646,1895
2906,646,2064
2907,646,2149
2908,646,2150
2909,647,197
2910,647,898
2911,648,2181
2912,648,299
2913,648,2865
2914,650,957
2915,1743,1019
2916,1743,2394
2917,1743,1874
2918,2862,2932
2919,2863,2864
2920,2863,3131
2921,2865,2181
2922,2865,946
2923,652,397
2924,2866,3181
2925,1744,1014
2926,1744,1059
2927,1744,1378
2928,1745,1269
2929,653,225
2930,2868,2466
2931,1749,1235
2932,1751,2106
2933,2872,2384
2934,2874,2972
2935,2874,3105
2936,1752,1628
2937,1752,1949
2938,1753,1628
2939,1753,1635
2940,1753,1949
2941,654,202
2942,654,214
2943,654,240
2944,654,255
2945,654,860
2946,655,508
2947,655,1007
2948,1754,1641
2949,2875,2914
2950,1755,1835
2951,1755,1836
2952,1755,1837
2953,1756,1784
2954,1756,1785
2955,2877,2319
2956,2877,2561
2957,2878,2319
2958,2878,2561
2959,2878,3046
2960,2878,3201
2961,2878,3278
2962,656,166
2963,657,656
2964,657,935
2965,1759,1486
2966,1759,1561
2967,1759,1946
2968,1759,1947
2969,2881,3135
2970,1760,1854
2971,1760,1953
2972,658,82
2973,2883,2421
2974,2884,2884
2975,1762,1911
2976,659,70
2977,659,208
2978,659,211
2979,659,241
2980,659,330
2981,659,495
2982,659,570
2983,659,660
2984,659,722
2985,659,750
2986,659,877
2987,659,979
2988,659,980
2989,659,986
2990,659,1003
2991,659,1009
2992,660,40
2993,660,875
2994,660,986
2995,2885,2885
2996,661,36
2997,661,63
2998,661,97
2999,661,191
3000,661,203
3001,661,313
3002,661,314
3003,661,328
3004,661,603
3005,661,617
3006,661,674
3007,661,726
3008,661,735
3009,661,835
3010,661,836
3011,661,852
3012,661,877
3013,661,908
3014,661,948
3015,662,877
3016,663,6
3017,663,17
3018,663,20
3019,663,643
3020,663,657
3021,663,831
3022,663,858
3023,1764,1811
3024,664,502
3025,1766,1282
3026,2886,2888
3027,2887,2424
3028,2887,2886
3029,665,727
3030,665,728
3031,1767,1099
3032,1768,1099
3033,1768,1767
3034,666,667
3035,668,251
3036,668,802
3037,669,251
3038,2890,2918
3039,2891,2253
3040,2892,2300
3041,670,205
3042,2894,2266
3043,2894,556
3044,2894,3048
3045,1769,1107
3046,1769,1174
3047,2895,653
3048,2896,2897
3049,2897,2895
3050,672,2420
3051,672,2437
3052,672,215
3053,2898,2362
3054,2901,3279
3055,1770,1298
3056,1770,1771
3057,1770,2123
3058,1771,1770
3059,1771,2123
3060,1772,1217
3061,1772,2009
3062,1772,2092
3063,673,376
3064,673,377
3065,673,711
3066,673,762
3067,673,802
3068,673,839
3069,2902,2541
3070,674,72
3071,674,76
3072,676,2985
3073,1775,1776
3074,1776,1107
3075,1776,1174
3076,1776,1404
3077,677,1394
3078,677,1747
3079,677,678
3080,677,1984
3081,677,867
3082,677,868
3083,678,44
3084,678,379
3085,678,1747
3086,678,1984
3087,678,867
3088,2906,2484
3089,679,680
3090,681,219
3091,681,2461
3092,681,231
3093,681,248
3094,2910,2451
3095,682,91
3096,682,210
3097,682,239
3098,682,569
3099,1778,1778
3100,2912,2453
3101,684,216
3102,1779,1523
3103,685,322
3104,685,592
3105,685,665
3106,685,686
3107,685,687
3108,685,697
3109,685,845
3110,1780,1288
3111,2916,2576
3112,2916,1889
3113,2917,2301
3114,688,180
3115,688,841
3116,689,573
3117,1781,1774
3118,691,134
3119,691,250
3120,691,499
3121,691,511
3122,691,519
3123,691,651
3124,691,690
3125,691,898
3126,691,935
3127,691,1009
3128,1782,1576
3129,1783,1471
3130,693,400
3131,693,401
3132,693,404
3133,693,405
3134,1786,1784
3135,2919,2638
3136,2920,2920
3137,2921,2922
3138,695,1301
3139,695,1960
3140,2923,95
3141,2923,2692
3142,2923,2924
3143,1787,1052
3144,1787,1254
3145,1787,1288
3146,1787,1654
3147,1787,1780
3148,1787,1789
3149,2925,2925
3150,1788,1239
3151,1789,2363
3152,2926,3249
3153,2927,2363
3154,1791,1476
3155,2928,2822
3156,1792,1794
3157,1793,1777
3158,1794,1487
3159,1794,1793
3160,696,614
3161,697,224
3162,698,85
3163,698,95
3164,698,180
3165,698,303
3166,698,456
3167,698,481
3168,698,549
3169,698,571
3170,698,572
3171,698,574
3172,698,575
3173,698,619
3174,698,668
3175,698,694
3176,698,697
3177,698,700
3178,698,701
3179,698,805
3180,698,904
3181,699,22
3182,699,34
3183,699,54
3184,699,85
3185,699,98
3186,699,105
3187,699,106
3188,699,153
3189,699,155
3190,699,156
3191,699,251
3192,699,310
3193,699,366
3194,699,516
3195,699,575
3196,699,619
3197,699,668
3198,699,669
3199,699,697
3200,699,700
3201,699,701
3202,699,714
3203,699,746
3204,699,748
3205,699,755
3206,699,842
3207,699,906
3208,699,987
3209,699,999
3210,699,1000
3211,700,366
3212,700,619
3213,700,697
3214,701,668
3215,2929,2867
3216,1795,1164
3217,2930,2419
3218,2930,2471
3219,2930,2980
3220,1796,1326
3221,2931,2492
3222,2931,2497
3223,2932,2862
3224,1797,1727
3225,704,143
3226,704,239
3227,704,563
3228,704,751
3229,704,752
3230,705,1420
3231,705,432
3232,2934,2308
3233,2934,3270
3234,2934,3271
3235,1798,2108
3236,707,708
3237,708,223
3238,2935,2180
3239,709,707
3240,709,708
3241,2936,2869
3242,1799,1540
3243,1799,1807
3244,1799,2044
3245,1801,1531
3246,1801,2024
3247,2937,2659
3248,2937,2938
3249,1803,1222
3250,1804,1334
3251,1804,1699
3252,1806,1186
3253,1806,1805
3254,2940,3076
3255,2941,2389
3256,2942,2915
3257,2943,2482
3258,1808,1808
3259,2945,2355
3260,712,935
3261,2946,2789
3262,1809,1974
3263,2947,2876
3264,2948,1173
3265,1810,1315
3266,2949,2949
3267,2953,2950
3268,2953,2956
3269,2955,2251
3270,2955,1173
3271,2955,2332
3272,2955,2503
3273,2955,2760
3274,2955,2948
3275,2955,2952
3276,2955,2954
3277,2955,1813
3278,2955,2958
3279,2955,3173
3280,714,28
3281,714,54
3282,714,67
3283,714,105
3284,714,106
3285,714,153
3286,714,956
3287,714,987
3288,714,999
3289,714,1000
3290,1812,1173
3291,1812,1813
3292,1812,2152
3293,2956,2950
3294,2957,1813
3295,2957,2959
3296,2960,2404
3297,715,135
3298,715,610
3299,716,2381
3300,716,135
3301,716,2961
3302,717,180
3303,1815,1992
3304,2962,2962
3305,718,877
3306,2963,2834
3307,719,347
3308,1816,1727
3309,1817,1623
3310,722,721
3311,2967,2966
3312,1818,1210
3313,1818,1256
3314,1819,2048
3315,1820,1259
3316,1820,1270
3317,1820,1617
3318,1820,1669
3319,2969,2292
3320,2969,1897
3321,725,2400
3322,2971,2417
3323,1822,1130
3324,1823,1651
3325,2973,2973
3326,2974,3077
3327,1827,2072
3328,2975,3118
3329,2976,2399
3330,2976,3303
3331,2977,2824
3332,727,728
3333,2978,2978
3334,1831,1336
3335,1831,1554
3336,2979,2599
3337,729,730
3338,729,1009
3339,730,320
3340,731,139
3341,731,166
3342,731,907
3343,731,979
3344,1832,1833
3345,1833,1656
3346,1833,2154
3347,2981,2452
3348,2981,2549
3349,2982,2707
3350,2983,2454
3351,2983,2984
3352,2983,2986
3353,2984,2454
3354,2985,2454
3355,2985,2984
3356,2985,2986
3357,734,733
3358,734,751
3359,735,77
3360,735,813
3361,1834,1837
3362,1835,1836
3363,1838,1834
3364,1838,1836
3365,1838,1837
3366,1839,1325
3367,736,320
3368,737,320
3369,737,729
3370,737,730
3371,737,736
3372,738,2665
3373,738,789
3374,739,235
3375,739,464
3376,739,588
3377,739,592
3378,739,738
3379,741,1009
3380,2987,530
3381,2987,2730
3382,1841,1183
3383,1842,1139
3384,1842,1738
3385,1843,1738
3386,2989,2988
3387,2990,2990
3388,2991,2991
3389,742,475
3390,1847,1790
3391,1848,1205
3392,1848,1216
3393,1848,1849
3394,1850,1212
3395,1850,1281
3396,1850,1937
3397,1850,1951
3398,1850,1998
3399,1850,1999
3400,743,979
3401,2993,3311
3402,1851,1633
3403,1851,1801
3404,1851,2995
3405,1851,3009
3406,1851,2168
3407,2995,2765
3408,1852,1257
3409,1852,1295
3410,1852,1340
3411,2996,2331
3412,2996,2543
3413,2996,2544
3414,2996,2997
3415,2996,3233
3416,1853,1582
3417,2998,3109
3418,745,251
3419,745,356
3420,745,438
3421,745,516
3422,745,746
3423,745,804
3424,745,805
3425,745,910
3426,745,911
3427,747,51
3428,747,355
3429,747,356
3430,747,481
3431,747,504
3432,747,516
3433,747,746
3434,747,804
3435,747,805
3436,747,910
3437,747,911
3438,3001,3307
3439,748,28
3440,748,48
3441,748,54
3442,748,67
3443,748,105
3444,748,106
3445,748,153
3446,748,1761
3447,748,697
3448,748,714
3449,748,956
3450,748,987
3451,748,998
3452,748,999
3453,748,1000
3454,3002,2527
3455,749,634
3456,3003,3003
3457,3006,3005
3458,3007,2272
3459,3008,3009
3460,3010,3011
3461,1856,1868
3462,3012,2418
3463,1857,1126
3464,1857,1193
3465,1857,577
3466,1857,1858
3467,1857,1859
3468,1857,1966
3469,1858,3013
3470,1858,3274
3471,1859,404
3472,1859,3274
3473,3014,3015
3474,3016,2238
3475,3016,3017
3476,750,712
3477,751,752
3478,3019,2867
3479,1860,1132
3480,1860,1236
3481,1860,1242
3482,1860,1668
3483,3020,2531
3484,3020,2532
3485,3020,2533
3486,3020,936
3487,753,160
3488,753,195
3489,753,227
3490,753,559
3491,753,579
3492,753,628
3493,753,695
3494,753,811
3495,753,874
3496,1861,1266
3497,3021,1529
3498,3021,2166
3499,754,802
3500,3022,2224
3501,3022,2780
3502,1862,1430
3503,1863,1336
3504,1863,1489
3505,1864,1095
3506,1864,1123
3507,1864,1552
3508,3027,3026
3509,756,334
3510,756,389
3511,1865,1271
3512,1866,1141
3513,1866,1246
3514,1866,2167
3515,1867,1866
3516,3028,2460
3517,3028,779
3518,3028,828
3519,3028,3162
3520,3029,2277
3521,3029,3029
3522,3030,2304
3523,3030,3030
3524,757,758
3525,758,193
3526,758,758
3527,759,193
3528,759,720
3529,760,193
3530,3031,2402
3531,3031,2432
3532,763,50
3533,763,93
3534,763,374
3535,763,427
3536,763,800
3537,763,805
3538,763,825
3539,764,723
3540,1869,1873
3541,1870,1178
3542,1870,1337
3543,1870,1944
3544,1870,1945
3545,1873,1663
3546,3032,2477
3547,765,363
3548,766,668
3549,767,467
3550,767,473
3551,767,494
3552,3033,2540
3553,1875,1616
3554,1875,1988
3555,3035,2246
3556,3035,3034
3557,3036,2501
3558,1876,686
3559,1876,687
3560,768,665
3561,768,727
3562,768,728
3563,768,1876
3564,769,1231
3565,769,1234
3566,769,1273
3567,769,2686
3568,769,538
3569,769,685
3570,769,686
3571,769,687
3572,769,796
3573,769,2157
3574,3037,1829
3575,1877,1502
3576,1877,1575
3577,1878,1096
3578,1878,1265
3579,1878,1465
3580,1878,1603
3581,1878,1684
3582,1878,2072
3583,3039,3073
3584,1879,2012
3585,3040,770
3586,3041,2415
3587,3041,770
3588,770,771
3589,772,355
3590,772,516
